id,rating
1,4.236630564381843
2,3.508875718897025
3,3.5703508331088423
4,4.21438689581803
5,3.2794707303854134
6,2.3241034544702366
7,3.7446932316961665
8,3.57205418373308
9,3.6664876463264595
10,3.782369904310458
11,3.138946127355596
12,2.0950066104397713
13,3.7675316437396824
14,3.60091105747928
15,4.11205714569697
16,2.711882909841361
17,2.4036152221198437
18,4.392786740495108
19,3.4857760777518885
20,3.1923677568458255
21,3.8763094000956633
22,3.348947778532452
23,3.960138207022968
24,3.2630902043727215
25,3.389797154607937
26,3.312464560312012
27,2.3044391782083626
28,3.500286936370568
29,4.018569361992384
30,4.350169093730638
31,3.9108366178185165
32,3.101124431289983
33,2.12634113666922
34,2.0379360149163324
35,3.717033921598379
36,3.4496830337753015
37,3.459641041937549
38,3.930316430695674
39,3.8068677765208805
40,3.0760261058537823
41,4.328815092650958
42,3.0881341673032607
43,4.5898421097361695
44,3.9268661542496752
45,3.569124988123134
46,3.00018604411307
47,2.5502875040350754
48,3.1779800228440673
49,2.8170302877671767
50,2.763471122488043
51,3.615135716541153
52,4.265087710358004
53,3.864513629921901
54,3.8415248046196955
55,3.911350410425546
56,3.114764539168842
57,3.3084639921349144
58,3.3846783803902794
59,4.436463779985813
60,3.3944036087569898
61,3.538841157394907
62,3.3679342829776364
63,4.207977160358495
64,4.259875505361125
65,3.208190321297606
66,4.324267771358205
67,3.2645573682052573
68,2.6130369376744405
69,3.4429809569586642
70,3.753208361328429
71,3.9669840327144885
72,4.535498591700649
73,4.935965762636255
74,3.375510143044299
75,3.7714145043444844
76,3.849813353481276
77,3.1166003190701965
78,3.211218819730914
79,3.879702022125776
80,2.294397775532261
81,2.706218195645207
82,2.8666843085190257
83,3.7677455158735027
84,3.259378229118258
85,4.447469887880245
86,4.033387082415724
87,3.8661676744305553
88,3.894755949381883
89,3.640629961628936
90,3.3298276609312247
91,1.7374375073777428
92,2.4619324515666317
93,3.80676764179444
94,3.8270291218611727
95,2.0653331760838833
96,2.6016290621484908
97,2.511595420735034
98,3.8820620925146634
99,3.812574354523291
100,4.0214892605121655
101,3.734735817329436
102,4.822629430319324
103,3.7208476785520634
104,4.888490165510466
105,2.828466378807707
106,3.817139545805712
107,4.058342867140859
108,3.617239186413597
109,3.555722704039175
110,3.6658708339510158
111,3.817371226406649
112,3.553166142744947
113,4.496674163638484
114,4.056078031382881
115,4.314558617399917
116,3.4621834612692113
117,3.1816304284974213
118,3.8233642316669774
119,3.9235868113299897
120,4.20633962301495
121,3.735073347854979
122,3.5328676974721933
123,3.5514442127268553
124,3.1806687428071623
125,3.2509723351298634
126,2.545493912328895
127,3.004932650068588
128,3.561829754265874
129,3.2283403861177344
130,2.920455812344686
131,3.4331788528237452
132,4.22748030191664
133,3.43614908053563
134,4.144923156573268
135,3.2598740532485326
136,2.965406141784343
137,3.8457783767800526
138,3.771034179482963
139,4.699271767680146
140,3.9528403965382637
141,3.716405530731275
142,4.061497650138694
143,4.361709352231872
144,3.257330972399922
145,3.542082400504257
146,2.9203883616919453
147,3.8328423815557233
148,3.8190650328564097
149,4.364476620643901
150,3.6996699321923723
151,3.778582602758
152,3.5027597375837476
153,3.2481346608282076
154,4.503539532731438
155,3.805345234760339
156,3.866048311546216
157,4.686623243250322
158,3.070036112075874
159,2.2233079482791345
160,3.6211038285586734
161,4.024077391279125
162,3.9679880414283373
163,3.5353035764633725
164,3.147175758762871
165,3.6138364069159374
166,4.267482048448073
167,3.8003083848329946
168,4.009470721049348
169,3.5332213587578045
170,2.7152671926838146
171,1.3451321746626714
172,4.607081470722127
